Size of Hidden Layer: 2
Learning Rate: 0.05
Number of Epochs: 1000
Time Per Epoch: 0.044 s

Epoch: 0/500, loss: 0, correct: 0
Epoch: 10/1000, loss: 26.796853648100754, correct: 41
Epoch: 20/1000, loss: 24.670928449061414, correct: 41
Epoch: 30/1000, loss: 23.294028800452196, correct: 41
Epoch: 40/1000, loss: 22.23773152380469, correct: 41
Epoch: 50/1000, loss: 21.383305542942587, correct: 41
Epoch: 60/1000, loss: 20.691157295268813, correct: 41
Epoch: 70/1000, loss: 20.15961292404707, correct: 41
Epoch: 80/1000, loss: 19.731186335929383, correct: 41
Epoch: 90/1000, loss: 19.3565384403505, correct: 41
Epoch: 100/1000, loss: 19.00597443517483, correct: 41
Epoch: 110/1000, loss: 18.659642865060967, correct: 41
Epoch: 120/1000, loss: 18.30512921906882, correct: 41
Epoch: 130/1000, loss: 17.93431415689014, correct: 41
Epoch: 140/1000, loss: 17.54219488307977, correct: 41
Epoch: 150/1000, loss: 17.125641781621763, correct: 41
Epoch: 160/1000, loss: 16.682734874940515, correct: 41
Epoch: 170/1000, loss: 16.2123623082604, correct: 41
Epoch: 180/1000, loss: 15.743509523528331, correct: 41
Epoch: 190/1000, loss: 15.294688374229489, correct: 41
Epoch: 200/1000, loss: 14.863222612307114, correct: 41
Epoch: 210/1000, loss: 14.450402578121757, correct: 41
Epoch: 220/1000, loss: 14.033675883890567, correct: 41
Epoch: 230/1000, loss: 13.629438826022003, correct: 41
Epoch: 240/1000, loss: 13.254385795856525, correct: 41
Epoch: 250/1000, loss: 12.884098641182975, correct: 41
Epoch: 260/1000, loss: 12.530396289634854, correct: 41
Epoch: 270/1000, loss: 12.204851300773111, correct: 41
Epoch: 280/1000, loss: 11.889255894726954, correct: 41
Epoch: 290/1000, loss: 11.57903983931257, correct: 41
Epoch: 300/1000, loss: 11.272953322877564, correct: 41
Epoch: 310/1000, loss: 10.9710381329808, correct: 41
Epoch: 320/1000, loss: 10.691937795603826, correct: 41
Epoch: 330/1000, loss: 10.426107615170645, correct: 41
Epoch: 340/1000, loss: 10.171365966776388, correct: 41
Epoch: 350/1000, loss: 9.92437603886876, correct: 41
Epoch: 360/1000, loss: 9.683501131153937, correct: 41
Epoch: 370/1000, loss: 9.44828432234412, correct: 41
Epoch: 380/1000, loss: 9.21866876071159, correct: 41
Epoch: 390/1000, loss: 8.992145209504413, correct: 41
Epoch: 400/1000, loss: 8.768847446609342, correct: 41
Epoch: 410/1000, loss: 8.550590348643688, correct: 47
Epoch: 420/1000, loss: 8.345888191419872, correct: 48
Epoch: 430/1000, loss: 8.154603028709094, correct: 48
Epoch: 440/1000, loss: 7.971178866136602, correct: 48
Epoch: 450/1000, loss: 7.794813091434955, correct: 49
Epoch: 460/1000, loss: 7.625193852713603, correct: 49
Epoch: 470/1000, loss: 7.461727033505595, correct: 49
Epoch: 480/1000, loss: 7.3037570819939, correct: 49
Epoch: 490/1000, loss: 7.150786640837682, correct: 49
Epoch: 500/1000, loss: 7.002362469736282, correct: 49
Epoch: 510/1000, loss: 6.858694534336457, correct: 49
Epoch: 520/1000, loss: 6.720102348652802, correct: 49
Epoch: 530/1000, loss: 6.585487909016301, correct: 49
Epoch: 540/1000, loss: 6.455719232021589, correct: 49
Epoch: 550/1000, loss: 6.329401587302198, correct: 49
Epoch: 560/1000, loss: 6.207783800486366, correct: 49
Epoch: 570/1000, loss: 6.0899056055673535, correct: 49
Epoch: 580/1000, loss: 5.975231606460265, correct: 49
Epoch: 590/1000, loss: 5.864223080586711, correct: 49
Epoch: 600/1000, loss: 5.757551794588615, correct: 49
Epoch: 610/1000, loss: 5.652901028860356, correct: 49
Epoch: 620/1000, loss: 5.551850666179255, correct: 49
Epoch: 630/1000, loss: 5.452793598982886, correct: 49
Epoch: 640/1000, loss: 5.3572013127194875, correct: 49
Epoch: 650/1000, loss: 5.264382698548083, correct: 49
Epoch: 660/1000, loss: 5.174643825324887, correct: 49
Epoch: 670/1000, loss: 5.086716837055644, correct: 49
Epoch: 680/1000, loss: 5.001471465023877, correct: 49
Epoch: 690/1000, loss: 4.918712465986768, correct: 49
Epoch: 700/1000, loss: 4.838293859944679, correct: 49
Epoch: 710/1000, loss: 4.759764776180915, correct: 49
Epoch: 720/1000, loss: 4.68342125248807, correct: 49
Epoch: 730/1000, loss: 4.609148583860028, correct: 49
Epoch: 740/1000, loss: 4.536674636403963, correct: 49
Epoch: 750/1000, loss: 4.466349934421334, correct: 49
Epoch: 760/1000, loss: 4.39765253370976, correct: 49
Epoch: 770/1000, loss: 4.330744309492037, correct: 49
Epoch: 780/1000, loss: 4.265597244478549, correct: 49
Epoch: 790/1000, loss: 4.201970685485386, correct: 49
Epoch: 800/1000, loss: 4.1399716721344015, correct: 49
Epoch: 810/1000, loss: 4.079383829395796, correct: 49
Epoch: 820/1000, loss: 4.020319224316937, correct: 50
Epoch: 830/1000, loss: 3.9625731190548716, correct: 50
Epoch: 840/1000, loss: 3.9062553098813635, correct: 50
Epoch: 850/1000, loss: 3.8511714505884536, correct: 50
Epoch: 860/1000, loss: 3.7974278772147154, correct: 50
Epoch: 870/1000, loss: 3.744840084406699, correct: 50
Epoch: 880/1000, loss: 3.6935112305838094, correct: 50
Epoch: 890/1000, loss: 3.643267708118919, correct: 50
Epoch: 900/1000, loss: 3.5941471858465857, correct: 50
Epoch: 910/1000, loss: 3.546146625558341, correct: 50
Epoch: 920/1000, loss: 3.49916963410588, correct: 50
Epoch: 930/1000, loss: 3.4532019561991545, correct: 50
Epoch: 940/1000, loss: 3.408223865074854, correct: 50
Epoch: 950/1000, loss: 3.364205962085269, correct: 50
Epoch: 960/1000, loss: 3.3211199525231634, correct: 50
Epoch: 970/1000, loss: 3.278948965532314, correct: 50
Epoch: 980/1000, loss: 3.237681476442797, correct: 50
Epoch: 990/1000, loss: 3.197230989978065, correct: 50
Epoch: 1000/1000, loss: 3.1576092059445795, correct: 50
